00336,1.75001e-01,7.63979e-07,8.86566e-07,1.65054e-06,-1.65241e-06,8.18190e-10,3.85034e-08,-3.932991e-08
00342,1.78126e-01,7.69636e-07,1.13310e-06,1.90274e-06,-1.90478e-06,1.07214e-09,4.28677e-08,-4.394753e-08
00348,1.81251e-01,7.76895e-07,1.40364e-06,2.18054e-06,-2.18276e-06,1.35127e-09,4.65981e-08,-4.795566e-08
00354,1.84376e-01,7.85894e-07,1.69381e-06,2.47971e-06,-2.48211e-06,1.65103e-09,4.94549e-08,-5.111270e-08
00360,1.87501e-01,7.96742e-07,1.99947e-06,2.79621e-06,-2.79881e-06,1.96712e-09,5.17995e-08,-5.377225e-08
00366,1.90626e-01,8.09522e-07,2.31572e-06,3.12524e-06,-3.12803e-06,2.29444e-09,5.32161e-08,-5.551460e-08
00372,1.93751e-01,8.24287e-07,2.63769e-06,3.46198e-06,-3.46495e-06,2.62794e-09,5.38495e-08,-5.648071e-08
00378,1.96876e-01,8.41059e-07,2.96042e-06,3.80148e-06,-3.80464e-06,2.96245e-09,5.36309e-08,-5.659570e-08
00384,2.00001e-01,8.59828e-07,3.27896e-06,4.13879e-06,-4.14213e-06,3.29281e-09,5.25153e-08,-5.580866e-08
00390,2.03126e-01,8.80554e-07,3.58836e-06,4.46892e-06,-4.47241e-06,3.61386e-09,5.07206e-08,-5.433451e-08
00396,2.06251e-01,9.03166e-07,3.88381e-06,4.78697e-06,-4.79062e-06,3.92057e-09,4.80752e-08,-5.199540e-08
00402,2.09376e-01,9.27562e-07,4.16052e-06,5.08808e-06,-5.09188e-06,4.20797e-09,4.47217e-08,-4.893078e-08
00408,2.12501e-01,9.53617e-07,4.41517e-06,5.36879e-06,-5.37271e-06,4.47255e-09,4.06127e-08,-4.508296e-08
00414,2.15626e-01,9.81175e-07,4.64242e-06,5.62360e-06,-5.62762e-06,4.70876e-09,3.61727e-08,-4.088093e-08
00420,2.18751e-01,1.01006e-06,4.83970e-06,5.84975e-06,-5.85387e-06,4.91389e-09,3.05975e-08,-3.550991e-08
00426,2.21876e-01,1.04007e-06,5.00366e-06,6.04373e-06,-6.04792e-06,5.08444e-09,2.42025e-08,-2.928486e-08
00432,2.25001e-01,1.07100e-06,5.13219e-06,6.20319e-06,-6.20745e-06,5.21819e-09,1.99222e-08,-2.513905e-08
00438,2.28126e-01,1.10260e-06,5.22147e-06,6.32407e-06,-6.32837e-06,5.31111e-09,1.23156e-08,-1.762755e-08
00444,2.31251e-01,1.13465e-06,5.27211e-06,6.40676e-06,-6.41110e-06,5.36384e-09,5.81972e-09,-1.118541e-08
00450,2.34376e-01,1.16689e-06,5.28372e-06,6.45061e-06,-6.45495e-06,5.37593e-09,-9.53014e-10,-4.424161e-09
00456,2.37501e-01,1.19908e-06,5.25516e-06,6.45424e-06,-6.45858e-06,5.34618e-09,-7.48056e-09,2.132842e-09
00462,2.40626e-01,1.23096e-06,5.18648e-06,6.41744e-06,-6.42175e-06,5.27459e-09,-1.39661e-08,8.689449e-09
00468,2.43751e-01,1.26229e-06,5.07954e-06,6.34182e-06,-6.34610e-06,5.16309e-09,-1.93205e-08,1.415481e-08
