0.00000e+00,1.69632e-05,-2.75761e-07,-1.05892e-03,-5.40223e-05
2.60414e-02,1.69539e-05,-2.75613e-07,-1.05835e-03,-5.39934e-05
5.20828e-02,1.69268e-05,-2.75171e-07,-1.05666e-03,-5.39066e-05
7.81242e-02,1.68817e-05,-2.74434e-07,-1.05383e-03,-5.37622e-05
1.04166e-01,1.68178e-05,-2.73405e-07,-1.04987e-03,-5.35601e-05
1.30207e-01,1.67360e-05,-2.72091e-07,-1.04483e-03,-5.33008e-05
1.56248e-01,1.66370e-05,-2.70480e-07,-1.03864e-03,-5.29843e-05
1.82290e-01,1.65200e-05,-2.68571e-07,-1.03131e-03,-5.26111e-05
2.08331e-01,1.63851e-05,-2.66378e-07,-1.02289e-03,-5.21816e-05
2.34373e-01,1.62326e-05,-2.63906e-07,-1.01340e-03,-5.16962e-05
2.60414e-01,1.60628e-05,-2.61151e-07,-1.00282e-03,-5.11554e-05
2.86455e-01,1.58757e-05,-2.58117e-07,-9.91169e-04,-5.05599e-05
3.12497e-01,1.56717e-05,-2.54805e-07,-9.78453e-04,-4.99102e-05
3.38538e-01,1.54508e-05,-2.51221e-07,-9.64688e-04,-4.92071e-05
3.64580e-01,1.52135e-05,-2.47367e-07,-9.49888e-04,-4.84512e-05
3.90621e-01,1.49598e-05,-2.43248e-07,-9.34071e-04,-4.76435e-05
4.16663e-01,1.46902e-05,-2.38868e-07,-9.17253e-04,-4.67848e-05
4.42704e-01,1.44048e-05,-2.34232e-07,-8.99452e-04,-4.58760e-05
4.68745e-01,1.41039e-05,-2.29346e-07,-8.80687e-04,-4.49181e-05
4.94787e-01,1.37880e-05,-2.24213e-07,-8.60978e-04,-4.39120e-05
5.20828e-01,1.34573e-05,-2.18840e-07,-8.40347e-04,-4.28590e-05
5.46870e-01,1.31122e-05,-2.13233e-07,-8.18816e-04,-4.17600e-05
5.72911e-01,1.27531e-05,-2.07398e-07,-7.96406e-04,-4.06164e-05
5.98953e-01,1.23803e-05,-2.01340e-07,-7.73144e-04,-3.94292e-05
6.24994e-01,1.19942e-05,-1.95066e-07,-7.49052e-04,-3.81998e-05
6.51036e-01,1.15953e-05,-1.88583e-07,-7.24158e-04,-3.69295e-05
6.77077e-01,1.11840e-05,-1.81898e-07,-6.98487e-04,-3.56197e-05
7.03119e-01,1.07607e-05,-1.75018e-07,-6.72068e-04,-3.42717e-05
7.29160e-01,1.03259e-05,-1.67950e-07,-6.44928e-04,-3.28870e-05
7.55202e-01,9.88009e-06,-1.60702e-07,-6.17097e-04,-3.14672e-05
7.81243e-01,9.42365e-06,-1.53283e-07,-5.88606e-04,-3.00136e-05
8.07285e-01,8.95712e-06,-1.45699e-07,-5.59483e-04,-2.85278e-05
8.33326e-01,8.48100e-06,-1.37958e-07,-5.29760e-04,-2.70116e-05
8.59368e-01,7.99580e-06,-1.30070e-07,-4.99469e-04,-2.54664e-05
8.85409e-01,7.50204e-06,-1.22042e-07,-4.68642e-04,-2.38939e-05
9.11451e-01,7.00024e-06,-1.13883e-07,-4.37312e-04,-2.22958e-05
9.37492e-01,6.49095e-06,-1.05602e-07,-4.05513e-04,-2.06739e-05
9.63534e-01,5.97471e-06,-9.72083e-08,-3.73280e-04,-1.90299e-05
9.89576e-01,5.45206e-06,-8.87100e-08,-3.40647e-04,-1.73654e-05
1.01562e+00,4.92358e-06,-8.01167e-08,-3.07648e-04,-1.56824e-05
1.04166e+00,4.38983e-06,-7.14373e-08,-2.74319e-04,-1.39825e-05
1.06770e+00,3.85138e-06,-6.26813e-08,-2.40696e-04,-1.22677e-05
1.09374e+00,3.30880e-06,-5.38580e-08,-2.06815e-04,-1.05398e-05
1.11978e+00,2.76267e-06,-4.49769e-08,-1.72711e-04,-8.80054e-06
1.14583e+00,2.21359e-06,-3.60474e-08,-1.38422e-04,-7.05188e-06
1.17187e+00,1.66215e-06,-2.70793e-08,-1.03984e-04,-5.29567e-06
1.19791e+00,1.10892e-06,-1.80819e-08,-6.94346e-05,-3.53379e-06
1.22395e+00,5.54500e-07,-9.06511e-09,-3.48100e-05,-1.76812e-06
1.24999e+00,-5.11348e-10,-3.84968e-11,-1.47828e-07,-5.64176e-10
1.27603e+00,-5.55524e-07,8.98814e-09,3.45145e-05,1.76700e-06
1.30208e+00,-1.10994e-06,1.80052e-08,6.91401e-05,3.53267e-06
1.32812e+00,-1.66317e-06,2.70032e-08,1.03692e-04,5.29455e-06
1.35416e+00,-2.21462e-06,3.59723e-08,1.38134e-04,7.05077e-06
1.38020e+00,-2.76370e-06,4.49030e-08,1.72428e-04,8.79944e-06
1.40624e+00,-3.30982e-06,5.37858e-08,2.06537e-04,1.05387e-05
1.43228e+00,-3.85240e-06,6.26110e-08,2.40426e-04,1.22666e-05
1.45833e+00,-4.39085e-06,7.13693e-08,2.74058e-04,1.39815e-05
1.48437e+00,-4.92460e-06,8.00514e-08,3.07397e-04,1.56813e-05
1.51041e+00,-5.45307e-06,8.86478e-08,3.40407e-04,1.73644e-05
1.53645e+00,-5.97571e-06,9.71494e-08,3.73054e-04,1.90289e-05
1.56249e+00,-6.49195e-06,1.05547e-07,4.05301e-04,2.06730e-05
1.58853e+00,-7.00123e-06,1.13832e-07,4.37114e-04,2.22949e-05
1.61458e+00,-7.50302e-06,1.21995e-07,4.68460e-04,2.38930e-05
