,,4753,,,,,,0,7.32421e-04,5.42381e-07
2.9000e+03,1.6230e+03,1.0000e+21
2.8364e+03,1.6230e+03,1.0000e+21
2.7729e+03,1.6230e+03,1.0000e+21
2.7093e+03,1.6230e+03,1.0000e+21
2.6458e+03,1.6230e+03,1.0000e+21
2.5822e+03,1.6230e+03,1.0000e+21
2.5187e+03,1.6230e+03,1.0000e+21
2.4551e+03,1.6230e+03,1.0000e+21
2.3916e+03,1.6230e+03,1.0000e+21
2.3280e+03,1.6230e+03,1.0000e+21
2.2645e+03,1.6230e+03,1.0000e+21
2.2009e+03,1.6230e+03,1.0000e+21
2.1374e+03,1.6230e+03,1.0000e+21
2.0738e+03,1.6230e+03,1.0000e+21
2.0103e+03,1.6230e+03,1.0000e+21
1.9467e+03,1.6230e+03,1.0000e+21
1.8831e+03,1.6230e+03,1.0000e+21
1.8196e+03,1.6230e+03,1.0000e+21
1.7560e+03,1.6230e+03,1.0000e+21
1.6925e+03,1.6230e+03,1.0000e+21
1.6289e+03,1.6230e+03,1.0000e+21
1.5654e+03,1.6230e+03,1.0000e+21
1.5018e+03,1.6230e+03,1.0000e+21
1.4383e+03,1.6230e+03,1.0000e+21
1.3747e+03,1.6230e+03,1.0000e+21
1.3112e+03,1.6230e+03,1.0000e+21
1.2476e+03,1.6230e+03,1.0000e+21
1.1841e+03,1.6230e+03,1.0000e+21
1.1205e+03,1.6230e+03,1.0000e+21
1.0570e+03,1.6230e+03,1.0000e+21
9.9340e+02,1.6230e+03,1.0000e+21
9.2984e+02,1.6230e+03,1.0000e+21
8.6629e+02,1.6230e+03,1.0000e+21
8.0274e+02,1.6230e+03,1.0000e+21
7.3918e+02,1.6230e+03,1.0000e+21
6.7563e+02,1.6230e+03,1.0000e+21
6.1207e+02,1.6230e+03,1.0000e+21
5.4852e+02,1.6230e+03,1.0000e+21
4.8497e+02,1.6230e+03,1.0000e+21
4.2141e+02,1.6230e+03,1.0000e+21
3.5786e+02,1.6230e+03,1.0000e+21
2.9430e+02,1.6230e+03,1.0000e+21
2.3075e+02,1.6214e+03,1.0000e+21
1.6720e+02,1.5978e+03,1.0000e+21
1.0364e+02,1.4274e+03,1.0000e+21
4.0087e+01,8.4897e+02,1.0000e+21
2.6754e+01,6.6807e+02,1.0000e+21
1.3421e+01,4.7401e+02,1.0000e+21
8.7542e-02,2.7300e+02,1.0000e+21
6.9306e-05,4.8033e-09,1.0000e+00
6.9302e-05,4.8027e-09,1.0000e+00
6.9281e-05,4.7998e-09,1.0000e+00
6.9234e-05,4.7933e-09,1.0000e+00
6.9167e-05,4.7841e-09,1.0000e+00
6.9082e-05,4.7723e-09,1.0000e+00
6.8978e-05,4.7579e-09,1.0000e+00
6.8853e-05,4.7408e-09,1.0000e+00
6.8709e-05,4.7209e-09,1.0000e+00
6.8544e-05,4.6983e-09,1.0000e+00
6.8357e-05,4.6727e-09,1.0000e+00
6.8149e-05,4.6443e-09,1.0000e+00
6.7918e-05,4.6128e-09,1.0000e+00
6.7663e-05,4.5783e-09,1.0000e+00
6.7384e-05,4.5406e-09,1.0000e+00
6.7079e-05,4.4997e-09,1.0000e+00
6.6748e-05,4.4554e-09,1.0000e+00
6.6390e-05,4.4077e-09,1.0000e+00
6.6003e-05,4.3564e-09,1.0000e+00
6.5585e-05,4.3015e-09,1.0000e+00
6.5137e-05,4.2429e-09,1.0000e+00
6.4655e-05,4.1804e-09,1.0000e+00
6.4139e-05,4.1139e-09,1.0000e+00
6.3587e-05,4.0435e-09,1.0000e+00
6.2998e-05,3.9689e-09,1.0000e+00
6.2369e-05,3.8900e-09,1.0000e+00
6.1698e-05,3.8069e-09,1.0000e+00
6.0985e-05,3.7193e-09,1.0000e+00
6.0225e-05,3.6273e-09,1.0000e+00
5.9418e-05,3.5307e-09,1.0000e+00
5.8561e-05,3.4297e-09,1.0000e+00
5.7652e-05,3.3240e-09,1.0000e+00
5.6687e-05,3.2137e-09,1.0000e+00
5.5665e-05,3.0989e-09,1.0000e+00
5.4582e-05,2.9796e-09,1.0000e+00
5.3437e-05,2.8559e-09,1.0000e+00
5.2225e-05,2.7279e-09,1.0000e+00
5.0943e-05,2.5958e-09,1.0000e+00
4.9589e-05,2.4597e-09,1.0000e+00
4.8159e-05,2.3200e-09,1.0000e+00
4.6650e-05,2.1770e-09,1.0000e+00
4.5057e-05,2.0310e-09,1.0000e+00
4.3376e-05,1.8825e-09,1.0000e+00
4.1605e-05,1.7320e-09,1.0000e+00
3.9734e-05,1.5800e-09,1.0000e+00
3.8563e-05,1.4875e-09,1.0000e+00
3.7366e-05,1.3964e-09,1.0000e+00
3.6930e-05,1.3640e-09,1.0000e+00
3.6698e-05,1.3469e-09,1.0000e+00
6.9264e-05,4.7975e-09,1.0000e+00
6.9260e-05,4.7969e-09,1.0000e+00
6.9238e-05,4.7939e-09,1.0000e+00
6.9191e-05,4.7875e-09,1.0000e+00
6.9125e-05,4.7783e-09,1.0000e+00
6.9040e-05,4.7666e-09,1.0000e+00
6.8936e-05,4.7522e-09,1.0000e+00
6.8812e-05,4.7351e-09,1.0000e+00
6.8668e-05,4.7153e-09,1.0000e+00
6.8503e-05,4.6927e-09,1.0000e+00
6.8317e-05,4.6672e-09,1.0000e+00
6.8109e-05,4.6388e-09,1.0000e+00
6.7878e-05,4.6074e-09,1.0000e+00
6.7624e-05,4.5730e-09,1.0000e+00
6.7345e-05,4.5354e-09,1.0000e+00
6.7041e-05,4.4945e-09,1.0000e+00
6.6710e-05,4.4503e-09,1.0000e+00
6.6352e-05,4.4027e-09,1.0000e+00
6.5966e-05,4.3515e-09,1.0000e+00
6.5549e-05,4.2967e-09,1.0000e+00
6.5101e-05,4.2382e-09,1.0000e+00
6.4620e-05,4.1758e-09,1.0000e+00
6.4105e-05,4.1095e-09,1.0000e+00
6.3553e-05,4.0392e-09,1.0000e+00
6.2965e-05,3.9647e-09,1.0000e+00
6.2336e-05,3.8860e-09,1.0000e+00
6.1667e-05,3.8029e-09,1.0000e+00
6.0953e-05,3.7155e-09,1.0000e+00
6.0195e-05,3.6236e-09,1.0000e+00
5.9389e-05,3.5272e-09,1.0000e+00
5.8532e-05,3.4263e-09,1.0000e+00
5.7624e-05,3.3208e-09,1.0000e+00
5.6660e-05,3.2107e-09,1.0000e+00
5.5639e-05,3.0960e-09,1.0000e+00
5.4557e-05,2.9769e-09,1.0000e+00
5.3412e-05,2.8533e-09,1.0000e+00
5.2201e-05,2.7254e-09,1.0000e+00
5.0920e-05,2.5934e-09,1.0000e+00
4.9567e-05,2.4575e-09,1.0000e+00
4.8138e-05,2.3179e-09,1.0000e+00
4.6629e-05,2.1750e-09,1.0000e+00
4.5036e-05,2.0291e-09,1.0000e+00
4.3356e-05,1.8807e-09,1.0000e+00
4.1582e-05,1.7301e-09,1.0000e+00
3.9710e-05,1.5781e-09,1.0000e+00
3.8541e-05,1.4859e-09,1.0000e+00
3.7342e-05,1.3946e-09,1.0000e+00
3.6905e-05,1.3622e-09,1.0000e+00
3.6673e-05,1.3451e-09,1.0000e+00
6.9146e-05,4.7812e-09,1.0000e+00
6.9143e-05,4.7807e-09,1.0000e+00
6.9121e-05,4.7777e-09,1.0000e+00
6.9074e-05,4.7713e-09,1.0000e+00
6.9009e-05,4.7623e-09,1.0000e+00
6.8925e-05,4.7506e-09,1.0000e+00
6.8821e-05,4.7363e-09,1.0000e+00
6.8697e-05,4.7193e-09,1.0000e+00
6.8554e-05,4.6996e-09,1.0000e+00
6.8390e-05,4.6771e-09,1.0000e+00
6.8204e-05,4.6518e-09,1.0000e+00
6.7997e-05,4.6236e-09,1.0000e+00
6.7767e-05,4.5923e-09,1.0000e+00
6.7513e-05,4.5580e-09,1.0000e+00
6.7235e-05,4.5206e-09,1.0000e+00
6.6932e-05,4.4799e-09,1.0000e+00
6.6602e-05,4.4359e-09,1.0000e+00
6.6245e-05,4.3885e-09,1.0000e+00
6.5860e-05,4.3376e-09,1.0000e+00
6.5444e-05,4.2830e-09,1.0000e+00
6.4997e-05,4.2247e-09,1.0000e+00
6.4518e-05,4.1626e-09,1.0000e+00
6.4004e-05,4.0966e-09,1.0000e+00
6.3454e-05,4.0265e-09,1.0000e+00
6.2866e-05,3.9523e-09,1.0000e+00
6.2239e-05,3.8739e-09,1.0000e+00
6.1571e-05,3.7912e-09,1.0000e+00
6.0860e-05,3.7041e-09,1.0000e+00
6.0103e-05,3.6125e-09,1.0000e+00
5.9298e-05,3.5165e-09,1.0000e+00
5.8443e-05,3.4159e-09,1.0000e+00
5.7536e-05,3.3107e-09,1.0000e+00
5.6575e-05,3.2010e-09,1.0000e+00
5.5555e-05,3.0867e-09,1.0000e+00
5.4475e-05,2.9679e-09,1.0000e+00
5.3332e-05,2.8448e-09,1.0000e+00
5.2123e-05,2.7173e-09,1.0000e+00
5.0844e-05,2.5857e-09,1.0000e+00
4.9493e-05,2.4502e-09,1.0000e+00
4.8065e-05,2.3110e-09,1.0000e+00
4.6558e-05,2.1684e-09,1.0000e+00
4.4967e-05,2.0229e-09,1.0000e+00
4.3288e-05,1.8748e-09,1.0000e+00
4.1513e-05,1.7244e-09,1.0000e+00
3.9644e-05,1.5728e-09,1.0000e+00
3.8479e-05,1.4811e-09,1.0000e+00
3.7277e-05,1.3897e-09,1.0000e+00
3.6836e-05,1.3571e-09,1.0000e+00
3.6607e-05,1.3402e-09,1.0000e+00
6.8961e-05,4.7556e-09,1.0000e+00
6.8957e-05,4.7551e-09,1.0000e+00
6.8935e-05,4.7521e-09,1.0000e+00
6.8889e-05,4.7457e-09,1.0000e+00
6.8824e-05,4.7368e-09,1.0000e+00
6.8740e-05,4.7253e-09,1.0000e+00
6.8637e-05,4.7111e-09,1.0000e+00
6.8514e-05,4.6942e-09,1.0000e+00
6.8371e-05,4.6746e-09,1.0000e+00
6.8208e-05,4.6523e-09,1.0000e+00
6.8023e-05,4.6271e-09,1.0000e+00
6.7816e-05,4.5991e-09,1.0000e+00
6.7587e-05,4.5681e-09,1.0000e+00
6.7335e-05,4.5340e-09,1.0000e+00
6.7058e-05,4.4968e-09,1.0000e+00
6.6756e-05,4.4564e-09,1.0000e+00
6.6427e-05,4.4126e-09,1.0000e+00
6.6072e-05,4.3655e-09,1.0000e+00
6.5687e-05,4.3149e-09,1.0000e+00
6.5273e-05,4.2607e-09,1.0000e+00
6.4828e-05,4.2027e-09,1.0000e+00
6.4350e-05,4.1410e-09,1.0000e+00
6.3837e-05,4.0753e-09,1.0000e+00
6.3289e-05,4.0056e-09,1.0000e+00
6.2703e-05,3.9319e-09,1.0000e+00
6.2078e-05,3.8539e-09,1.0000e+00
6.1412e-05,3.7716e-09,1.0000e+00
6.0703e-05,3.6850e-09,1.0000e+00
5.9948e-05,3.5939e-09,1.0000e+00
5.9145e-05,3.4984e-09,1.0000e+00
5.8293e-05,3.3983e-09,1.0000e+00
5.7388e-05,3.2937e-09,1.0000e+00
5.6429e-05,3.1845e-09,1.0000e+00
5.5412e-05,3.0708e-09,1.0000e+00
5.4334e-05,2.9526e-09,1.0000e+00
5.3194e-05,2.8300e-09,1.0000e+00
5.1987e-05,2.7032e-09,1.0000e+00
5.0711e-05,2.5722e-09,1.0000e+00
4.9363e-05,2.4373e-09,1.0000e+00
4.7938e-05,2.2988e-09,1.0000e+00
4.6434e-05,2.1569e-09,1.0000e+00
4.4846e-05,2.0121e-09,1.0000e+00
4.3171e-05,1.8647e-09,1.0000e+00
4.1403e-05,1.7152e-09,1.0000e+00
3.9540e-05,1.5646e-09,1.0000e+00
3.8378e-05,1.4733e-09,1.0000e+00
3.7178e-05,1.3824e-09,1.0000e+00
3.6741e-05,1.3501e-09,1.0000e+00
3.6518e-05,1.3337e-09,1.0000e+00
6.8703e-05,4.7202e-09,1.0000e+00
6.8699e-05,4.7196e-09,1.0000e+00
6.8676e-05,4.7165e-09,1.0000e+00
6.8631e-05,4.7102e-09,1.0000e+00
6.8566e-05,4.7013e-09,1.0000e+00
6.8483e-05,4.6899e-09,1.0000e+00
6.8380e-05,4.6759e-09,1.0000e+00
6.8258e-05,4.6592e-09,1.0000e+00
6.8116e-05,4.6398e-09,1.0000e+00
6.7953e-05,4.6177e-09,1.0000e+00
6.7769e-05,4.5927e-09,1.0000e+00
6.7564e-05,4.5649e-09,1.0000e+00
6.7336e-05,4.5342e-09,1.0000e+00
6.7085e-05,4.5004e-09,1.0000e+00
6.6810e-05,4.4636e-09,1.0000e+00
6.6509e-05,4.4235e-09,1.0000e+00
6.6182e-05,4.3802e-09,1.0000e+00
6.5829e-05,4.3335e-09,1.0000e+00
6.5446e-05,4.2833e-09,1.0000e+00
6.5034e-05,4.2295e-09,1.0000e+00
6.4591e-05,4.1720e-09,1.0000e+00
6.4115e-05,4.1108e-09,1.0000e+00
6.3605e-05,4.0457e-09,1.0000e+00
6.3059e-05,3.9766e-09,1.0000e+00
6.2476e-05,3.9034e-09,1.0000e+00
6.1853e-05,3.8260e-09,1.0000e+00
6.1190e-05,3.7443e-09,1.0000e+00
6.0483e-05,3.6584e-09,1.0000e+00
5.9731e-05,3.5680e-09,1.0000e+00
5.8931e-05,3.4731e-09,1.0000e+00
5.8082e-05,3.3738e-09,1.0000e+00
5.7181e-05,3.2699e-09,1.0000e+00
5.6224e-05,3.1615e-09,1.0000e+00
5.5211e-05,3.0486e-09,1.0000e+00
5.4137e-05,2.9312e-09,1.0000e+00
5.3000e-05,2.8095e-09,1.0000e+00
5.1797e-05,2.6835e-09,1.0000e+00
5.0526e-05,2.5534e-09,1.0000e+00
4.9181e-05,2.4194e-09,1.0000e+00
4.7761e-05,2.2818e-09,1.0000e+00
4.6262e-05,2.1409e-09,1.0000e+00
4.4679e-05,1.9970e-09,1.0000e+00
4.3008e-05,1.8507e-09,1.0000e+00
4.1248e-05,1.7024e-09,1.0000e+00
3.9393e-05,1.5530e-09,1.0000e+00
3.8235e-05,1.4624e-09,1.0000e+00
3.7043e-05,1.3724e-09,1.0000e+00
3.6616e-05,1.3409e-09,1.0000e+00
3.6401e-05,1.3251e-09,1.0000e+00
6.8371e-05,4.6746e-09,1.0000e+00
6.8367e-05,4.6740e-09,1.0000e+00
6.8344e-05,4.6710e-09,1.0000e+00
6.8298e-05,4.6647e-09,1.0000e+00
6.8234e-05,4.6560e-09,1.0000e+00
6.8152e-05,4.6447e-09,1.0000e+00
6.8050e-05,4.6308e-09,1.0000e+00
6.7929e-05,4.6144e-09,1.0000e+00
6.7788e-05,4.5952e-09,1.0000e+00
6.7626e-05,4.5734e-09,1.0000e+00
6.7444e-05,4.5487e-09,1.0000e+00
6.7240e-05,4.5213e-09,1.0000e+00
6.7014e-05,4.4909e-09,1.0000e+00
6.6764e-05,4.4575e-09,1.0000e+00
6.6491e-05,4.4211e-09,1.0000e+00
6.6192e-05,4.3815e-09,1.0000e+00
6.5868e-05,4.3387e-09,1.0000e+00
6.5516e-05,4.2925e-09,1.0000e+00
6.5136e-05,4.2428e-09,1.0000e+00
6.4727e-05,4.1896e-09,1.0000e+00
6.4286e-05,4.1328e-09,1.0000e+00
6.3813e-05,4.0722e-09,1.0000e+00
6.3306e-05,4.0078e-09,1.0000e+00
6.2763e-05,3.9394e-09,1.0000e+00
6.2183e-05,3.8669e-09,1.0000e+00
6.1564e-05,3.7903e-09,1.0000e+00
6.0904e-05,3.7095e-09,1.0000e+00
6.0201e-05,3.6243e-09,1.0000e+00
5.9452e-05,3.5348e-09,1.0000e+00
5.8657e-05,3.4409e-09,1.0000e+00
5.7811e-05,3.3424e-09,1.0000e+00
5.6914e-05,3.2395e-09,1.0000e+00
5.5962e-05,3.1321e-09,1.0000e+00
5.4953e-05,3.0202e-09,1.0000e+00
5.3884e-05,2.9039e-09,1.0000e+00
5.2752e-05,2.7832e-09,1.0000e+00
5.1554e-05,2.6583e-09,1.0000e+00
5.0287e-05,2.5294e-09,1.0000e+00
4.8949e-05,2.3966e-09,1.0000e+00
4.7534e-05,2.2602e-09,1.0000e+00
4.6041e-05,2.1205e-09,1.0000e+00
4.4464e-05,1.9779e-09,1.0000e+00
4.2801e-05,1.8329e-09,1.0000e+00
4.1048e-05,1.6860e-09,1.0000e+00
3.9201e-05,1.5379e-09,1.0000e+00
3.8049e-05,1.4482e-09,1.0000e+00
3.6864e-05,1.3591e-09,1.0000e+00
3.6438e-05,1.3279e-09,1.0000e+00
3.6223e-05,1.3122e-09,1.0000e+00
6.7965e-05,4.6194e-09,1.0000e+00
6.7961e-05,4.6188e-09,1.0000e+00
6.7939e-05,4.6157e-09,1.0000e+00
6.7894e-05,4.6096e-09,1.0000e+00
6.7830e-05,4.6010e-09,1.0000e+00
6.7748e-05,4.5898e-09,1.0000e+00
6.7647e-05,4.5762e-09,1.0000e+00
6.7527e-05,4.5600e-09,1.0000e+00
6.7387e-05,4.5411e-09,1.0000e+00
6.7227e-05,4.5196e-09,1.0000e+00
6.7047e-05,4.4953e-09,1.0000e+00
6.6845e-05,4.4683e-09,1.0000e+00
