0.00000e+00 4.45595e-05 -1.08165e-07 -1.62247e-05 -4.83546e-05
2.60410e-02 4.45355e-05 -1.08106e-07 -1.62160e-05 -4.83287e-05
5.20819e-02 4.44638e-05 -1.07932e-07 -1.61898e-05 -4.82510e-05
7.81229e-02 4.43452e-05 -1.07642e-07 -1.61464e-05 -4.81217e-05
1.04164e-01 4.41785e-05 -1.07235e-07 -1.60853e-05 -4.79409e-05
1.30205e-01 4.39639e-05 -1.06712e-07 -1.60068e-05 -4.77087e-05
1.56246e-01 4.37031e-05 -1.06078e-07 -1.59118e-05 -4.74255e-05
1.82287e-01 4.33955e-05 -1.05332e-07 -1.57997e-05 -4.70915e-05
2.08328e-01 4.30412e-05 -1.04469e-07 -1.56704e-05 -4.67070e-05
2.34369e-01 4.26408e-05 -1.03495e-07 -1.55242e-05 -4.62725e-05
2.60410e-01 4.21946e-05 -1.02409e-07 -1.53614e-05 -4.57885e-05
2.86451e-01 4.17033e-05 -1.01214e-07 -1.51821e-05 -4.52555e-05
3.12492e-01 4.11674e-05 -9.99108e-08 -1.49866e-05 -4.46740e-05
3.38533e-01 4.05874e-05 -9.85007e-08 -1.47751e-05 -4.40446e-05
3.64574e-01 3.99639e-05 -9.69852e-08 -1.45478e-05 -4.33681e-05
3.90615e-01 3.92977e-05 -9.53660e-08 -1.43049e-05 -4.26452e-05
4.16656e-01 3.85894e-05 -9.36448e-08 -1.40467e-05 -4.18766e-05
4.42697e-01 3.78397e-05 -9.18238e-08 -1.37736e-05 -4.10632e-05
4.68738e-01 3.70496e-05 -8.99045e-08 -1.34857e-05 -4.02057e-05
4.94779e-01 3.62198e-05 -8.78892e-08 -1.31834e-05 -3.93053e-05
5.20820e-01 3.53512e-05 -8.57797e-08 -1.28670e-05 -3.83627e-05
5.46861e-01 3.44448e-05 -8.35785e-08 -1.25368e-05 -3.73791e-05
5.72903e-01 3.35015e-05 -8.12879e-08 -1.21932e-05 -3.63554e-05
5.98944e-01 3.25223e-05 -7.89102e-08 -1.18365e-05 -3.52929e-05
6.24985e-01 3.15082e-05 -7.64481e-08 -1.14672e-05 -3.41925e-05
6.51026e-01 3.04605e-05 -7.39041e-08 -1.10856e-05 -3.30555e-05
6.77067e-01 2.93801e-05 -7.12810e-08 -1.06922e-05 -3.18831e-05
7.03108e-01 2.82683e-05 -6.85816e-08 -1.02872e-05 -3.06766e-05
7.29150e-01 2.71262e-05 -6.58087e-08 -9.87130e-06 -2.94372e-05
7.55191e-01 2.59551e-05 -6.29653e-08 -9.44480e-06 -2.81663e-05
7.81232e-01 2.47561e-05 -6.00546e-08 -9.00818e-06 -2.68653e-05
8.07273e-01 2.35307e-05 -5.70795e-08 -8.56192e-06 -2.55354e-05
8.33315e-01 2.22800e-05 -5.40432e-08 -8.10649e-06 -2.41783e-05
8.59356e-01 2.10055e-05 -5.09492e-08 -7.64237e-06 -2.27952e-05
8.85397e-01 1.97085e-05 -4.78005e-08 -7.17007e-06 -2.13877e-05
9.11439e-01 1.83904e-05 -4.46006e-08 -6.69010e-06 -1.99574e-05
9.37480e-01 1.70526e-05 -4.13530e-08 -6.20295e-06 -1.85056e-05
9.63522e-01 1.56966e-05 -3.80611e-08 -5.70916e-06 -1.70340e-05
9.89563e-01 1.43237e-05 -3.47284e-08 -5.20926e-06 -1.55442e-05
1.01560e+00 1.29355e-05 -3.13585e-08 -4.70378e-06 -1.40378e-05
1.04165e+00 1.15334e-05 -2.79551e-08 -4.19326e-06 -1.25163e-05
1.06769e+00 1.01190e-05 -2.45217e-08 -3.67825e-06 -1.09814e-05
