First,Second,Third,Fourth
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
,4753,0,2.00000e-01,4.76676e-08
