First,Second,Third,Fourth
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
0.00000e+00,-3.16462e-15,-5.93366e-15,1.00000e-14
