xCor,zCor,zPrime,ignore1,ignore2
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
0.00000e+00,-2.12690e-05,-1.01525e-06,-1.90359e-06,2.43615e-05
