First,Second,Third,Fourth
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
0.00000e+00,1.34081e-05,2.99054e-07,7.34956e-02,-4.21047e-05
