0.00000e+00,-1.69550e-05,-2.82741e-07,-2.17145e-03,5.31398e-05
2.60419e-02,-1.69458e-05,-2.82588e-07,-2.17027e-03,5.31114e-05
5.20839e-02,-1.69188e-05,-2.82132e-07,-2.16678e-03,5.30261e-05
7.81258e-02,-1.68739e-05,-2.81373e-07,-2.16094e-03,5.28840e-05
1.04168e-01,-1.68102e-05,-2.80314e-07,-2.15281e-03,5.26852e-05
1.30210e-01,-1.67285e-05,-2.78963e-07,-2.14244e-03,5.24301e-05
1.56252e-01,-1.66295e-05,-2.77307e-07,-2.12972e-03,5.21188e-05
1.82294e-01,-1.65126e-05,-2.75345e-07,-2.11465e-03,5.17516e-05
2.08335e-01,-1.63778e-05,-2.73092e-07,-2.09735e-03,5.13291e-05
2.34377e-01,-1.62254e-05,-2.70552e-07,-2.07784e-03,5.08516e-05
2.60419e-01,-1.60556e-05,-2.67724e-07,-2.05612e-03,5.03197e-05
2.86461e-01,-1.58686e-05,-2.64608e-07,-2.03219e-03,4.97338e-05
3.12503e-01,-1.56647e-05,-2.61208e-07,-2.00607e-03,4.90947e-05
3.38545e-01,-1.54440e-05,-2.57527e-07,-1.97781e-03,4.84031e-05
3.64587e-01,-1.52067e-05,-2.53571e-07,-1.94743e-03,4.76596e-05
3.90629e-01,-1.49532e-05,-2.49344e-07,-1.91496e-03,4.68650e-05
4.16671e-01,-1.46836e-05,-2.44849e-07,-1.88044e-03,4.60203e-05
4.42713e-01,-1.43984e-05,-2.40092e-07,-1.84391e-03,4.51263e-05
4.68755e-01,-1.40977e-05,-2.35078e-07,-1.80540e-03,4.41840e-05
4.94796e-01,-1.37820e-05,-2.29811e-07,-1.76495e-03,4.31944e-05
5.20838e-01,-1.34515e-05,-2.24299e-07,-1.72262e-03,4.21585e-05
5.46880e-01,-1.31065e-05,-2.18547e-07,-1.67844e-03,4.10774e-05
5.72922e-01,-1.27476e-05,-2.12561e-07,-1.63247e-03,3.99524e-05
5.98964e-01,-1.23750e-05,-2.06347e-07,-1.58474e-03,3.87846e-05
6.25006e-01,-1.19891e-05,-1.99912e-07,-1.53532e-03,3.75753e-05
6.51048e-01,-1.15904e-05,-1.93263e-07,-1.48426e-03,3.63257e-05
6.77089e-01,-1.11793e-05,-1.86407e-07,-1.43161e-03,3.50372e-05
7.03131e-01,-1.07562e-05,-1.79352e-07,-1.37742e-03,3.37112e-05
7.29173e-01,-1.03216e-05,-1.72104e-07,-1.32176e-03,3.23492e-05
7.55215e-01,-9.87590e-06,-1.64672e-07,-1.26468e-03,3.09524e-05
7.81257e-01,-9.41965e-06,-1.57064e-07,-1.20625e-03,2.95225e-05
8.07299e-01,-8.95332e-06,-1.49288e-07,-1.14653e-03,2.80611e-05
8.33340e-01,-8.47740e-06,-1.41352e-07,-1.08558e-03,2.65695e-05
8.59382e-01,-7.99240e-06,-1.33264e-07,-1.02347e-03,2.50495e-05
8.85424e-01,-7.49884e-06,-1.25034e-07,-9.60258e-04,2.35027e-05
9.11466e-01,-6.99726e-06,-1.16669e-07,-8.96020e-04,2.19307e-05
9.37508e-01,-6.48817e-06,-1.08180e-07,-8.30822e-04,2.03353e-05
9.63549e-01,-5.97214e-06,-9.95748e-08,-7.64735e-04,1.87180e-05
9.89591e-01,-5.44972e-06,-9.08632e-08,-6.97829e-04,1.70808e-05
1.01563e+00,-4.92145e-06,-8.20543e-08,-6.30177e-04,1.54252e-05
1.04167e+00,-4.38792e-06,-7.31575e-08,-5.61849e-04,1.37531e-05
1.06772e+00,-3.84968e-06,-6.41823e-08,-4.92920e-04,1.20663e-05
1.09376e+00,-3.30733e-06,-5.51383e-08,-4.23462e-04,1.03666e-05
