First,Second,Third,Fourth
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
0.00000e+00,-4.63479e-15,-4.55618e-09,1.00000e-14
