xCor,zCor,zPrime,ignore1,ignore2
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
0.00000e+00,-2.31283e-05,2.24944e-07,4.42259e-01,7.32544e-05
