xCor,zCor,zPrime,ignore1,ignore2
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
0.00000e+00,-3.08563e-05,-8.74533e-08,-6.71641e-04,9.67268e-05
