First,Second,Third,Fourth
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
0.00000e+00,-4.63479e-15,-8.89879e-12,1.00000e-14
