0.00000e+00 -1.95057e-05 -1.48571e-07 -4.45712e-05 5.34057e-05
2.60420e-02 -1.94952e-05 -1.48491e-07 -4.45473e-05 5.33771e-05
5.20839e-02 -1.94642e-05 -1.48250e-07 -4.44750e-05 5.32913e-05
7.81259e-02 -1.94126e-05 -1.47848e-07 -4.43544e-05 5.31485e-05
1.04168e-01 -1.93393e-05 -1.47284e-07 -4.41852e-05 5.29488e-05
1.30210e-01 -1.92455e-05 -1.46565e-07 -4.39696e-05 5.26924e-05
1.56252e-01 -1.91317e-05 -1.45685e-07 -4.37056e-05 5.23795e-05
1.82294e-01 -1.89972e-05 -1.44643e-07 -4.33929e-05 5.20105e-05
2.08336e-01 -1.88422e-05 -1.43446e-07 -4.30338e-05 5.15859e-05
2.34378e-01 -1.86670e-05 -1.42096e-07 -4.26289e-05 5.11060e-05
2.60420e-01 -1.84718e-05 -1.40594e-07 -4.21782e-05 5.05714e-05
2.86462e-01 -1.82568e-05 -1.38940e-07 -4.16820e-05 4.99826e-05
3.12504e-01 -1.80223e-05 -1.37137e-07 -4.11412e-05 4.93403e-05
3.38546e-01 -1.77684e-05 -1.35187e-07 -4.05561e-05 4.86452e-05
3.64587e-01 -1.74956e-05 -1.33093e-07 -3.99278e-05 4.78980e-05
3.90629e-01 -1.72040e-05 -1.30857e-07 -3.92570e-05 4.70995e-05
4.16671e-01 -1.68939e-05 -1.28483e-07 -3.85448e-05 4.62505e-05
4.42713e-01 -1.65658e-05 -1.25970e-07 -3.77911e-05 4.53521e-05
4.68755e-01 -1.62198e-05 -1.23325e-07 -3.69976e-05 4.44050e-05
4.94797e-01 -1.58566e-05 -1.20550e-07 -3.61650e-05 4.34104e-05
5.20839e-01 -1.54763e-05 -1.17647e-07 -3.52940e-05 4.23693e-05
5.46881e-01 -1.50795e-05 -1.14619e-07 -3.43856e-05 4.12829e-05
5.72923e-01 -1.46665e-05 -1.11469e-07 -3.34407e-05 4.01523e-05
5.98965e-01 -1.42378e-05 -1.08201e-07 -3.24604e-05 3.89786e-05
6.25007e-01 -1.37938e-05 -1.04819e-07 -3.14456e-05 3.77632e-05
6.51049e-01 -1.33351e-05 -1.01325e-07 -3.03974e-05 3.65074e-05
6.77090e-01 -1.28621e-05 -9.77233e-08 -2.93170e-05 3.52125e-05
7.03132e-01 -1.23753e-05 -9.40181e-08 -2.82054e-05 3.38798e-05
7.29174e-01 -1.18753e-05 -9.02131e-08 -2.70639e-05 3.25109e-05
7.55216e-01 -1.13626e-05 -8.63122e-08 -2.58936e-05 3.11072e-05
7.81258e-01 -1.08376e-05 -8.23197e-08 -2.46959e-05 2.96702e-05
8.07300e-01 -1.03011e-05 -7.82396e-08 -2.34719e-05 2.82014e-05
8.33341e-01 -9.75357e-06 -7.40767e-08 -2.22230e-05 2.67024e-05
8.59383e-01 -9.19556e-06 -6.98342e-08 -2.09503e-05 2.51748e-05
8.85425e-01 -8.62771e-06 -6.55179e-08 -1.96554e-05 2.36202e-05
9.11467e-01 -8.05062e-06 -6.11318e-08 -1.83395e-05 2.20404e-05
9.37509e-01 -7.46490e-06 -5.66811e-08 -1.70043e-05 2.04369e-05
9.63550e-01 -6.87119e-06 -5.21701e-08 -1.56510e-05 1.88116e-05
9.89592e-01 -6.27012e-06 -4.76038e-08 -1.42812e-05 1.71661e-05
1.01563e+00 -5.66233e-06 -4.29871e-08 -1.28961e-05 1.55023e-05
1.04168e+00 -5.04848e-06 -3.83249e-08 -1.14975e-05 1.38218e-05
1.06772e+00 -4.42922e-06 -3.36220e-08 -1.00866e-05 1.21266e-05
1.09376e+00 -3.80522e-06 -2.88836e-08 -8.66508e-06 1.04183e-05
1.11980e+00 -3.17714e-06 -2.41146e-08 -7.23437e-06 8.69894e-06
1.14584e+00 -2.54567e-06 -1.93200e-08 -5.79601e-06 6.97023e-06
1.17188e+00 -1.91146e-06 -1.45047e-08 -4.35142e-06 5.23405e-06
1.19793e+00 -1.27521e-06 -9.67412e-09 -2.90224e-06 3.49228e-06
1.22397e+00 -6.37586e-07 -4.83308e-09 -1.44992e-06 1.74676e-06
1.25001e+00 7.16215e-10 1.27841e-11 3.83524e-09 -6.26287e-10
1.27605e+00 6.39032e-07 4.86062e-09 1.45819e-06 -1.74801e-06
1.30209e+00 1.27666e-06 9.70293e-09 2.91088e-06 -3.49352e-06
1.32813e+00 1.91293e-06 1.45349e-08 4.36047e-06 -5.23529e-06
1.35418e+00 2.54715e-06 1.93512e-08 5.80534e-06 -6.97146e-06
1.38022e+00 3.17864e-06 2.41469e-08 7.24407e-06 -8.70015e-06
1.40626e+00 3.80673e-06 2.89167e-08 8.67501e-06 -1.04195e-05
1.43230e+00 4.43075e-06 3.36555e-08 1.00966e-05 -1.21278e-05
1.45834e+00 5.05002e-06 3.83582e-08 1.15075e-05 -1.38230e-05
1.48438e+00 5.66388e-06 4.30203e-08 1.29061e-05 -1.55034e-05
1.51043e+00 6.27168e-06 4.76364e-08 1.42909e-05 -1.71673e-05
1.53647e+00 6.87277e-06 5.22017e-08 1.56605e-05 -1.88127e-05
1.56251e+00 7.46650e-06 5.67113e-08 1.70134e-05 -2.04380e-05
1.58855e+00 8.05223e-06 6.11609e-08 1.83483e-05 -2.20414e-05
1.61459e+00 8.62934e-06 6.55455e-08 1.96637e-05 -2.36212e-05
1.64063e+00 9.19721e-06 6.98606e-08 2.09582e-05 -2.51758e-05
1.66667e+00 9.75523e-06 7.41017e-08 2.22305e-05 -2.67033e-05
